0,0,0
0.0230664,0,0
0.0461329,0,0
0.0691993,0,0
0.0922657,0,0
0.115332,0,0
0.138399,0,0
0.161465,0,0
0.184531,0,0
0.207598,0,0
0.230664,0,0
0.253731,0,0
0.276797,0,0
0.299864,0,0
0.32293,0,0
0.345996,0,0
0.369063,0,0
0.392129,0,0
0.415196,0,0
0.438262,0,0
0.461329,0,0
0.484395,0,0
0.507461,0,0
0.530528,0,0
0.553594,0,0
0.576661,0,0
0.599727,0,0
0.622794,0,0
0.64586,0,0
0.668926,0,0
0.691993,0,0
0.715059,0,0
0.738126,0,0
0.761192,0,0
0.784259,0,0
0.807325,0,0
0.830391,0,0
0.853458,3.1048e-07,3.1048e-07
0.876524,7.85008e-05,5.63096e-06
0.899591,0.00338589,3.69415e-05
0.922657,0.047272,0.00015413
0.945724,0.293379,0.000479214
0.96879,1.00706,0.00102313
0.991856,2.24137,0.00121838
1.01492,3.62695,0.0010616
1.03799,4.61767,0.00112823
1.06106,4.89601,0.00164664
1.08412,4.48997,0.00164753
1.10719,3.65851,0.00139156
1.13026,2.69411,0.000976274
1.15332,1.81525,0.000626589
1.17639,1.13079,0.000580837
1.19945,0.654446,0.000620717
1.22252,0.353601,0.000522336
1.24559,0.179662,0.000411399
1.26865,0.0892518,0.000301601
1.29172,0.0495421,0.000227079
1.31479,0.0421629,0.000205346
1.33785,0.0608786,0.000232829
1.36092,0.106021,0.000288795
1.38399,0.184034,0.000336683
1.40705,0.300226,0.000334009
1.43012,0.45317,0.000296694
1.45319,0.628489,0.000288134
1.47625,0.796768,0.000423602
1.49932,0.921827,0.000615297
1.52238,0.970303,0.000688455
1.54545,0.928979,0.000610058
1.56852,0.808782,0.000448813
1.59158,0.640884,0.000289806
1.61465,0.465769,0.000258074
1.63772,0.316931,0.000329547
1.66078,0.219497,0.000394341
1.68385,0.1924,0.000468269
1.70692,0.255151,0.00056008
1.72998,0.434156,0.000650659
1.75305,0.749703,0.000673436
1.77612,1.1982,0.000550893
1.79918,1.72752,0.000416979
1.82225,2.23533,0.000652537
1.84531,2.59644,0.00107946
1.86838,2.71253,0.00128505
1.89145,2.55642,0.00116659
1.91451,2.18051,0.000797785
1.93758,1.69039,0.000411003
1.96065,1.20116,0.000414591
1.98371,0.801971,0.000590788
2.00678,0.542479,0.000683389
2.02985,0.434456,0.000678932
2.05291,0.461716,0.000572131
2.07598,0.587063,0.000415673
2.09905,0.758509,0.000252644
2.12211,0.917432,0.000317086
2.14518,1.01408,0.000448515
2.16824,1.02128,0.000511476
2.19131,0.919125,0.000398508
2.21438,0.780551,0.000234228
2.23744,0.653693,0.00034613
2.26051,0.572658,0.000560319
2.28358,0.573244,0.000670419
