0,0,0
0.064633,0,0
0.129266,0,0
0.193899,0,0
0.258532,0,0
0.323165,0,0
0.387798,0,0
0.452431,0,0
0.517064,0,0
0.581697,0,0
0.64633,0,0
0.710963,0,0
0.775596,0,0
0.84023,0.000579525,3.34201e-05
0.904863,0.223514,0.000643256
0.969496,4.05055,0.0031629
1.03413,3.05562,0.00390172
1.09876,2.86047,0.00389116
1.16339,1.24381,0.00229707
1.22803,1.01801,0.0019767
1.29266,1.22545,0.00194374
1.35729,3.9177,0.00331336
1.42193,1.10582,0.00146045
1.48656,1.18133,0.00131417
1.55119,0.660066,0.000981665
1.61583,0.463221,0.000712352
1.68046,0.757377,0.000948385
1.74509,0.926742,0.000934397
1.80973,0.39361,0.000617298
1.87436,0.483734,0.000623693
1.93899,2.21477,0.00117534
2.00362,1.42236,0.00103531
2.06826,0.463885,0.000567101
2.13289,0.690857,0.000696983
2.19752,3.46981,0.00146757
2.26216,1.05084,0.00076006
2.32679,0.722385,0.000707984
2.39142,1.31342,0.000832477
2.45606,1.01566,0.00070684
2.52069,0.433714,0.000456591
2.58532,0.359822,0.000415736
2.64995,0.855479,0.000619874
2.71459,0.524451,0.000412643
2.77922,1.54327,0.000832474
2.84385,0.56634,0.000436013
2.90849,0.925172,0.00050815
2.97312,1.67495,0.00074292
3.03775,1.01774,0.000531412
3.10239,1.10876,0.0006005
3.16702,1.01044,0.000537162
3.23165,0.737127,0.000484412
3.29629,0.702899,0.000427452
3.36092,0.487164,0.000354298
3.42555,0.667861,0.000407709
3.49018,1.00328,0.000468548
3.55482,1.03445,0.000450396
3.61945,1.04067,0.000469631
3.68408,0.809222,0.000433302
3.74872,0.511953,0.000320189
3.81335,0.422167,0.000290092
3.87798,0.497404,0.000299227
3.94262,0.952036,0.000378525
4.00725,1.2724,0.000443776
4.07188,1.78291,0.000577456
4.13651,1.06389,0.00039931
4.20115,1.08918,0.000432263
4.26578,0.763503,0.00036549
4.33041,0.697411,0.000312402
4.39505,0.675797,0.000326234
4.45968,1.9959,0.000627506
4.52431,1.52254,0.000451351
4.58895,0.839251,0.000351802
4.65358,0.906356,0.000392628
4.71821,0.382127,0.000243785
4.78285,0.557787,0.000249828
4.84748,1.08974,0.000405818
4.91211,1.2018,0.000352008
4.97674,1.70182,0.000496278
5.04138,1.47777,0.000474146
5.10601,0.984455,0.000332103
5.17064,0.631537,0.000289394
5.23528,0.608269,0.000272138
5.29991,1.58882,0.000417069
5.36454,1.68597,0.00047019
5.42918,0.661163,0.000278881
5.49381,0.647995,0.000289249
5.55844,0.699956,0.000274816
5.62307,1.40969,0.000369579
5.68771,1.18103,0.000314629
5.75234,1.06332,0.000300195
5.81697,0.99262,0.000336166
5.88161,0.579432,0.000244595
5.94624,1.34645,0.000341682
6.01087,0.956076,0.000307154
6.07551,1.11527,0.000303442
6.14014,0.759338,0.000242175
6.20477,0.604218,0.000218623
6.2694,1.00195,0.000243418
6.33404,1.50967,0.000326906
6.39867,1.49071,0.000391107
