-0.328977,0
-0.324465,0.00451193
-0.318235,0.00675315
-0.313216,0.00692727
-0.314013,0.00542471
-0.316337,0.00500171
-0.316681,0.00424121
-0.318572,0.00413123
-0.32384,0.00640481
-0.327851,0.0069933
-0.330096,0.00671239
-0.329498,0.00615665
-0.331592,0.00603777
-0.332786,0.00571619
-0.332921,0.00532318
-0.333934,0.00508135
-0.3339,0.00477321
-0.333488,0.0045191
-0.331711,0.00462905
-0.330998,0.00444912
-0.330047,0.00433746
-0.330214,0.00413898
-0.329412,0.00403533
-0.32898,0.00388767
-0.329512,0.00376679
-0.329256,0.00362812
-0.328916,0.00350766
-0.329357,0.00340878
-0.329673,0.00330429
-0.331001,0.00345748
-0.3321,0.00351988
-0.331495,0.00346139
-0.332686,0.00356016
-0.333949,0.00367738
-0.333785,0.0035745
-0.334398,0.00352733
-0.334979,0.00347954
-0.334844,0.0033894
-0.334926,0.00330235
-0.335561,0.00328079
-0.336026,0.00323337
-0.335867,0.00315944
-0.33639,0.0031291
-0.336756,0.00307901
-0.336672,0.00301098
-0.337029,0.00296633
-0.33689,0.00290584
-0.337194,0.00286079
-0.337771,0.0028607
-0.338439,0.00288139
-0.339085,0.00289717
-0.340323,0.00309917
-0.34117,0.00315574
-0.342306,0.00329862
-0.34361,0.00349072
-0.344582,0.00356316
-0.345137,0.00354371
-0.346513,0.00374435
-0.347951,0.00395122
-0.349673,0.00424935
-0.35109,0.0044127
-0.352131,0.00446414
-0.352692,0.00442829
-0.354249,0.00462835
-0.355353,0.00468857
-0.356131,0.00468209
-0.356771,0.00465581
-0.357132,0.00460101
-0.357614,0.00455937
-0.357518,0.00449479
-0.357669,0.0044336
-0.357485,0.00437546
-0.357572,0.00431599
-0.357999,0.00427861
-0.358502,0.00425107
-0.359132,0.00424185
-0.359843,0.00424628
-0.360204,0.00420701
-0.360629,0.00417514
-0.361173,0.00415825
-0.361553,0.00412419
-0.36187,0.00408585
-0.36254,0.00409164
-0.36312,0.00408401
-0.363548,0.00405833
-0.363697,0.00401363
-0.363857,0.00397044
-0.364237,0.00394344
-0.364717,0.00392828
-0.365286,0.0039259
-0.365916,0.00393324
-0.366333,0.00391254
-0.366838,0.00390306
-0.367674,0.00395076
-0.368247,0.00395074
-0.368567,0.00392246
-0.36887,0.00389365
-0.368781,0.00385475
-0.369162,0.0038346
-0.369446,0.00380664
