2,-0.460217,0.00241208
1.85,-0.494922,0.00331208
1.7,-0.526669,0.0051446
1.55,-0.571296,0.00388775
1.4,-0.609864,0.00396046
1.25,-0.668689,0.00496449
1.1,-0.717418,0.00379039
0.95,-0.783853,0.00661634
0.8,-0.833106,0.00383532
0.65,-0.902931,0.00476383
0.5,-0.983554,0.00465738
