0.082857,0
0.0925219,0.00966481
0.0889816,0.00660829
0.0874424,0.00491975
0.0875435,0.00381216
0.085846,0.00354539
0.0859885,0.00299978
0.0857836,0.00260596
0.0849003,0.00246213
0.0843759,0.00226377
0.0838746,0.00210813
0.0837334,0.00192962
0.0832869,0.0018303
0.0825361,0.00185341
0.081913,0.00183449
0.0812467,0.00184081
0.081698,0.00178706
0.08157,0.00168971
0.0817673,0.00161044
0.0811396,0.00165172
0.0812654,0.00157612
0.0820062,0.00167543
0.082279,0.00162402
0.0818418,0.00161518
0.0818665,0.00154942
0.0816627,0.00150252
0.0816741,0.00144584
0.0816335,0.00139384
0.0813149,0.00138214
0.0813711,0.00133645
0.0812538,0.00129793
0.08122,0.00125717
0.0811079,0.00122363
0.0808428,0.00121634
0.0807107,0.00118844
0.0806078,0.00115953
0.0804616,0.0011372
0.080506,0.00110776
0.0804373,0.00108116
0.0801315,0.00109726
0.0802426,0.00107592
0.0803028,0.00105171
0.0800117,0.0010674
0.0804337,0.001125
0.0806127,0.00111419
0.0808857,0.00112337
0.0808344,0.0011004
0.0810606,0.00110073
0.0808307,0.00110228
0.0808938,0.00108186
0.0808328,0.00106218
0.0806975,0.00105031
0.0806244,0.00103289
0.0806399,0.0010137
0.0806057,0.000995685
0.0806277,0.000977991
0.0807676,0.000970803
0.0807388,0.000954351
0.0808729,0.000947566
0.0809649,0.000936173
0.0808313,0.000930343
0.0808585,0.000915619
0.0807468,0.000907869
0.0806975,0.000894927
0.080585,0.000888205
0.0805859,0.000874644
0.080624,0.00086233
0.0805777,0.000850813
0.0805034,0.000841678
0.0803638,0.000841229
0.0803512,0.000829391
0.080292,0.000819935
0.0801427,0.000822296
0.0802318,0.000815995
0.0805368,0.000860862
0.0805208,0.00084961
0.0804987,0.000838796
0.0806821,0.000848049
0.0805579,0.000846403
0.0806134,0.000837595
0.0804672,0.000840018
0.0804002,0.000832408
0.0804771,0.000825903
0.0804248,0.000817682
0.0804299,0.000808021
0.0803727,0.000800617
0.0804148,0.000792476
0.0803846,0.000783997
0.080328,0.000777203
0.0803597,0.000769172
0.0802388,0.00077023
0.0802939,0.000763805
0.0802567,0.000756463
0.0802976,0.000749487
0.0801936,0.000748807
0.0802316,0.000741941
0.0801385,0.000740131
0.0800177,0.000742431
0.0799794,0.000735893
0.0800642,0.000733422
