0.0855986,0
0.0803935,0.00520508
0.0773592,0.0042706
0.0796216,0.00377326
0.0805211,0.00305803
0.0801837,0.00251956
0.0795147,0.00223202
0.0800514,0.00200612
0.0804443,0.00181233
0.0792315,0.00202447
0.0789395,0.00185434
0.0785702,0.00173258
0.0784451,0.00159864
0.0783195,0.00148538
0.0784781,0.00139189
0.0783017,0.00131389
0.0783948,0.00123769
0.0778617,0.00128292
0.0780612,0.00122981
0.078243,0.00118078
0.0785103,0.00115452
0.0783245,0.00111636
0.0780914,0.0010919
0.0790903,0.00144587
0.078912,0.00139824
0.0789755,0.00134488
0.078834,0.00130182
0.0786127,0.00127384
0.0785588,0.00123031
0.078623,0.00119032
0.0785581,0.00115311
0.0783414,0.00113732
0.0787307,0.00116904
0.0785284,0.00115203
0.0784662,0.00112036
0.0786147,0.00109888
0.0784268,0.00108516
0.0783941,0.00105672
0.0783,0.00103357
0.0784431,0.00101751
0.0783737,0.00099481
0.078608,0.000998713
0.0786481,0.000976032
0.0785855,0.000955643
0.0784842,0.000939635
0.0783703,0.000926019
0.0784487,0.00090949
0.078495,0.000891543
0.0785755,0.000876864
0.078502,0.00086229
0.0784757,0.000845621
0.0784866,0.000829271
0.0784447,0.000814552
0.0784853,0.000800355
0.0784433,0.000786793
0.0783314,0.000780678
0.0782138,0.000775812
0.0783167,0.000769228
0.0783952,0.000760143
0.0783472,0.000748909
0.0784898,0.000750218
0.078411,0.000742216
0.0783745,0.000731253
0.0783833,0.000719791
0.0785311,0.000723864
0.0786478,0.000722313
0.0784968,0.000727313
0.0785489,0.000718429
0.0786711,0.000718414
0.078714,0.000709378
0.0786598,0.000701417
0.0787368,0.000695883
0.0786127,0.000697422
0.0785497,0.000690805
0.0784556,0.000688008
0.0786051,0.000695165
0.0786013,0.000686088
0.078602,0.000677235
0.0786399,0.000669678
0.0787565,0.00067146
0.0788227,0.000666421
0.0789052,0.000663389
0.0789248,0.00065564
0.0789758,0.000649792
0.0788733,0.000650221
0.0790785,0.000674567
0.0790501,0.000667374
0.0790095,0.00066099
0.078976,0.000654379
0.0789991,0.00064748
0.0789755,0.000640762
0.0788981,0.000638473
0.0789569,0.000634304
0.0790991,0.000643445
0.0790143,0.000642265
0.0789455,0.000639253
0.0790024,0.000635182
0.0789147,0.000634759
0.0788731,0.00062969
0.0788712,0.000623365
